address,bedrooms,full_bathrooms,half_bathrooms,type,surface,lot_surface,price
10621 Medicine Bow St Las Vegas NV 89183,4,2,1,Single Family Home,2729,4356,199000
6017 Rabbit Track St Las Vegas NV 89130,4,2,1,Single Family Home,3777,8712,370000
135 E Harmon Ave Unit 2920 Las Vegas NV 89109,1,2,0,Condo/Townhome/Row Home/Co-Op,874,,289900
9709 Templemore Ave Unit 102 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1108,2003,99900
Las Vegas NV 89107,2,2,0,Condo/Townhome/Row Home/Co-Op,876,,62500
Ashmore Las Vegas NV 89149,5,4,1,Single Family Home; Ready to build,4241,130680,552995
11502 Bollinger Ln Las Vegas NV 89141,4,3,1,Single Family Home,3589,7840,315000
2553 Chateau Clermont St Henderson NV 89044,5,3,0,Single Family Home,3800,5662,389900
6947 Pinebrook Ct Las Vegas NV 89147,3,2,0,Single Family Home,1202,7405,100000
360 E Desert Inn Rd Unit 1701 Las Vegas NV 89109,3,3,0,Condo/Townhome/Row Home/Co-Op,2665,,999999
8137 Stassen St Las Vegas NV 89123,4,3,0,Single Family Home,1912,6534,244900
7237 W Eldorado Ln Las Vegas NV 89113,6,4,0,Single Family Home,3878,6969,449900
8101 W Flamingo Rd Unit: 1088 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,911,,100425
7913 Dover Shores Ave Las Vegas NV 89128,3,2,1,Single Family Home,2339,4356,299000
2337 Pinto Ln Las Vegas NV 89107,8,5,1,Single Family Home,5306,42689,795000
8316 Swan Lake Ave Las Vegas NV 89128,5,3,0,Single Family Home,3490,6534,355000
200 W Sahara Ave Unit 3202 Las Vegas NV 89102,2,2,0,Condo/Townhome/Row Home/Co-Op,1295,,339000
2229 Wilhelmina Cir Las Vegas NV 89128,3,2,1,Single Family Home,1870,6534,219000
10795 Avenzano St Las Vegas NV 89141,4,2,1,Single Family Home,1909,3049,212000
5600 Segolilly Cir Las Vegas NV 89130,3,2,0,Single Family Home,2007,9147,199900
4824 Sheppard Dr Las Vegas NV 89122,3,2,0,Single Family Home,1706,6534,145000
9547 Cherrydale Ct Las Vegas NV 89147,4,2,1,Single Family Home,1732,4356,125000
3178 Via Seranova Henderson NV 89044,3,2,1,Single Family Home,1574,1742,217995
7509 Gran Paradiso Dr Las Vegas NV 89131,5,3,1,Single Family Home,4148,13068,440000
Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,1136,,89000
253 Ski Trail Rd Las Vegas NV 89124,4,3,1,Single Family Home,4700,13939,850000
7159 Pleasant Valley Pl Las Vegas NV 89149,3,2,1,Single Family Home,1976,4791,258800
100 Deerfly Way Las Vegas NV 89145,2,2,0,Single Family Home,1165,7840,69000
2822 E Russell Rd Las Vegas NV 89120,3,2,0,Single Family Home,2628,21344,349500
Las Vegas NV 89119,3,2,0,Single Family Home,1080,7405,129999
46 Olympia Hills Cir Las Vegas NV 89141,5,5,1,Single Family Home,11288,27878,8490000
5114 Scenic Ridge Dr Las Vegas NV 89148,5,4,1,Single Family Home,7187,17424,2100000
220 Falcon Ln Las Vegas NV 89107,3,2,0,Single Family Home,1663,8712,99000
5282 Sandstone Dr Las Vegas NV 89142,4,3,0,Single Family Home,1636,4356,110000
7315 Camrose Ridge Pl Unit 104 Las Vegas NV 89149,2,2,0,Condo/Townhome/Row Home/Co-Op,1084,,128900
1616 Crest Haven Ave Las Vegas NV 89108,4,2,0,Single Family Home,1522,6534,145000
10765 Gilespie St Las Vegas NV 89183,4,3,1,Single Family Home,4451,49658,775000
5417 Levens Ct Henderson NV 89141,4,2,1,Single Family Home,2347,10019,350000
2370 Malaga Peak St Las Vegas NV 89135,3,2,1,Single Family Home,1610,3049,278500
7444 Manse Ranch Ave North Las Vegas NV 89178,3,2,1,Single Family Home,2500,6534,382860
8705 Monarchy Ct Las Vegas NV 89129,5,3,1,Single Family Home,4946,20038,502000
Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1165,,145000
5345 Silvermist Ct Unit 202 Las Vegas NV 89122,2,1,0,Condo/Townhome/Row Home/Co-Op,806,,54000
8535 W Rosada Way Las Vegas NV 89149,3,2,0,Single Family Home,2239,23958,479900
4940 Becky Pl Las Vegas NV 89120,3,2,0,Single Family Home,1332,6098,139900
1035 Greymouth St Las Vegas NV 89110,3,2,1,Single Family Home,1890,8276,152000
8784 Blue Wolf St Las Vegas NV 89123,4,3,0,Single Family Home,2384,4356,210000
3286 Sicily Heights Ct Las Vegas NV 89141,4,3,0,Single Family Home,2040,3920,222500
2636 Soledad Way North Las Vegas NV 89030,3,1,1,Single Family Home,1008,6534,79900
The Lauren at Woodbridge Las Vegas NV 89139,5,3,0,Single Family Home; Ready to build,4375,130680,405500
9050 W Warm Springs Rd Unit 2122 Las Vegas NV 89148,2,2,0,Condo/Townhome/Row Home/Co-Op,936,,95000
5669 Bishop Flowers St Las Vegas NV 89130,3,2,1,Single Family Home,1600,2613,205693
27 Greenside Dr Las Vegas NV 89141,5,5,1,Single Family Home,6144,20038,1995000
10915 Carberry Hill St Las Vegas NV 89141,4,2,1,Single Family Home,2459,4356,249000
924 Encorvado St Las Vegas NV 89138,4,2,1,Single Family Home,2534,5227,399990
2504 Sunup Dr Las Vegas NV 89134,2,2,0,Single Family Home,1653,6969,290000
7720 Whispering River St Las Vegas NV 89131,4,3,0,Single Family Home,1686,4791,105000
65 Apricot Ridge Ave Las Vegas NV 89183,4,3,0,Single Family Home,2564,7405,475000
7218 Estonian Pl Las Vegas NV 89113,6,4,0,Single Family Home,3878,11326,475000
1900 Tierra Vista Dr Unit 204 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,1009,,51500
6469 Grand Oaks Dr Las Vegas NV 89156,3,2,0,Single Family Home,1598,4791,125000
3858N N Walnut Rd Las Vegas NV 89115,3,2,0,Single Family Home,1604,8712,128000
2600 W Harmon Av Unit: 28036 Las Vegas NV 89158,1,1,0,Condo/Townhome/Row Home/Co-Op,631,,445000
9368 Jeremy Blaine Ct Las Vegas NV 89139,5,4,1,Single Family Home,4857,17424,420000
745 N Royal Crest Cir Unit 111 Las Vegas NV 89169,2,2,0,Condo/Townhome/Row Home/Co-Op,1153,1481,79000
7653 Mocorito Ave Las Vegas NV 89113,5,3,0,Single Family Home,2121,3484,257000
9477 Thatched Sunlight Ct Las Vegas NV 89178,3,2,1,Single Family Home,1796,4791,140000
2903 Galena Peak Ln Las Vegas NV 89156,3,2,0,Single Family Home,1270,4356,135000
32 Gulf Stream Ct Las Vegas NV 89113,5,4,1,Single Family Home,9187,22216,2374995
9953 Fragile Fields St Las Vegas NV 89183,3,2,1,Single Family Home,1387,1306,140000
8930 Rudica Creek Ave Las Vegas NV 89149,4,2,1,Single Family Home,1988,3484,128000
8096 Avalon Island St Las Vegas NV 89139,5,3,0,Single Family Home,3313,8276,336000
5332 Desert Blossom Rd Las Vegas NV 89107,3,2,1,Single Family Home,1822,4356,114900
9050 W Warm Springs Rd Unit 2003 Las Vegas NV 89148,2,2,0,Condo/Townhome/Row Home/Co-Op,972,,102060
10358 Wood Plank Ln Las Vegas NV 89135,3,2,1,Single Family Home,1878,3920,285000
1024 Padre Island St Las Vegas NV 89128,4,3,1,Single Family Home,2556,4791,240000
5243 Fog Run Ct Las Vegas NV 89031,3,2,0,Single Family Home,1433,6098,140000
1215 Morning Sun Way Las Vegas NV 89110,6,4,1,Single Family Home,4546,27007,395000
5042 S Rainbow Blvd Unit 102 Las Vegas NV 89118,2,2,0,Condo/Townhome/Row Home/Co-Op,1091,10019,95000
2630 Plan Las Vegas NV 89179,5,3,0,Single Family Home; Ready to build,2630,130680,267900
7215 W Verde Way Las Vegas NV 89149,4,4,0,Single Family Home,2513,23087,314999
6955 N Durango Dr Unit 2005 Las Vegas NV 89149,2,2,0,Condo/Townhome/Row Home/Co-Op,1247,,88000
2500 Wimbledon Dr Las Vegas NV 89107,4,5,1,Single Family Home,4839,13068,725000
4959 Spanish Heights Dr Las Vegas NV 89148,4,4,2,Single Family Home,5578,14810,1579000
9490 Stone Castle Way Las Vegas NV 89123,5,3,1,Single Family Home,3982,15246,299999
11139 Mezzana St Las Vegas NV 89141,4,3,0,Single Family Home,2943,4791,305000
1167 Ginger Way Las Vegas NV 89123,5,3,0,Single Family Home,2760,6969,265000
8329 Wildwood Glen Dr Las Vegas NV 89131,3,2,1,Single Family Home,1497,2613,154900
4370 Sandy River Dr Unit: 17 Las Vegas NV 89103,2,1,0,Condo/Townhome/Row Home/Co-Op,816,,79900
1417 Hialeah Dr Unit: B Las Vegas NV 89119,3,2,1,Condo/Townhome/Row Home/Co-Op,1114,3136,40000
10285 Kalang St Las Vegas NV 89178,5,3,1,Single Family Home,3238,6098,339900
5901 Morro Bay Ave Las Vegas NV 89108,4,2,0,Single Family Home,1480,6534,99000
7752 Hampton Willows Ln Las Vegas NV 89113,3,2,1,Single Family Home,1443,1742,169000
5156 Treasure Ave Las Vegas NV 89122,3,2,0,Single Family Home,1673,6969,155000
2300 Hunt Club St Las Vegas NV 89128,5,3,0,Single Family Home,2142,5227,239800
2088 Idaho Falls Dr Henderson NV 89044,2,3,0,Single Family Home,2638,8276,410000
2524 Bottle Palm Ct Las Vegas NV 89106,4,2,1,Single Family Home,1892,3484,134900
7355 Falcon Rock Dr Las Vegas NV 89123,4,3,0,Single Family Home,2236,6969,227000
9324 Tall Wood Ln Las Vegas NV 89129,3,2,1,Single Family Home,1721,3920,179900
7041 Morales Cir Las Vegas NV 89119,2,2,0,Single Family Home,1215,5227,149900
3242 Chimayo Ln Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1608,5227,87900
7160 Rhinehart Way Las Vegas NV 89149,4,3,0,Single Family Home,3617,22216,544995
7970 Castle Pines Ave Las Vegas NV 89113,3,2,1,Single Family Home,2963,6534,558000
6776 Quinella Dr Las Vegas NV 89103,4,3,0,Single Family Home,2266,7405,205000
10648 Tamaruga Ct Las Vegas NV 89179,3,2,0,Single Family Home,1855,5662,257900
200 W Sahara Av Unit: 808 Las Vegas NV 89102,3,2,0,Condo/Townhome/Row Home/Co-Op,1828,,350000
Plan 1849 Modeled Las Vegas NV 89135,3,2,0,Single Family Home; Ready to build,1849,87120,329990
6060 Yellowstone Ave Las Vegas NV 89156,3,2,0,Mfd/Mobile Home,1368,5662,59900
9806 Cathedral Pines Ave Las Vegas NV 89149,4,3,1,Single Family Home,4713,19602,645812
2996 Gavilan Ln Las Vegas NV 89122,3,2,0,Single Family Home,1617,4791,117500
10033 Bayberry Bend St Las Vegas NV 89178,4,3,0,Single Family Home,3546,12197,475000
4086 Vancouver Ave Las Vegas NV 89121,3,2,0,Single Family Home,1621,7840,195000
607 Orchard Course Dr Las Vegas NV 89148,5,4,1,Single Family Home,3429,8276,550000
4931 E Mesa Vista Ave Las Vegas NV 89120,3,2,0,Single Family Home,1188,6098,105000
5025 Drummond Rd Las Vegas NV 89130,4,2,0,Single Family Home,1584,6534,170000
2109 Willowbury Dr Unit C Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,900,3310,79900
2912 Josephine Dr Henderson NV 89044,4,3,1,Single Family Home,3877,9147,559950
6800 E Lake Mead Bl Unit: 2105 Las Vegas NV 89156,3,2,0,Condo/Townhome/Row Home/Co-Op,1084,1263,59900
2112 Brighton Shore St Las Vegas NV 89128,4,3,0,Single Family Home,2079,4791,299900
3722 Las Vegas Blvd S Unit 3001 Las Vegas NV 89158,3,3,0,Condo/Townhome/Row Home/Co-Op,1944,,1495000
10986 Sospel Pl Las Vegas NV 89141,3,3,0,Condo/Townhome/Row Home/Co-Op,2190,3484,240000
11081 Mount Pendleton St Unit Lot 237 Las Vegas NV 89179,4,2,1,Single Family Home,2476,2613,280676
6280 Deer Springs Way Las Vegas NV 89131,5,4,2,Single Family Home,5802,219978,1650000
11336 Altura Vista Dr Las Vegas NV 89138,2,2,1,Single Family Home,2525,8276,444750
2240 E Reno Ave Las Vegas NV 89119,3,2,0,Single Family Home,1645,9147,135000
4021 Buffalo Bill Ave Las Vegas NV 89110,3,2,0,Single Family Home,1702,3920,118000
4056 Dream Day St Las Vegas NV 89129,5,3,0,Single Family Home,3023,5662,271900
30 Eagles Landing Ln Las Vegas NV 89141,6,6,3,Single Family Home,11641,41818,3650000
6205 Shawnee Ave Las Vegas NV 89107,3,2,0,Single Family Home,1525,6011,79900
2416 Ivy Garden Ct Las Vegas NV 89134,3,2,1,Single Family Home,1864,7579,265000
1823 Camino Verde Ln Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,1383,,103500
8428 Sweet Cedar Ave Las Vegas NV 89143,4,3,0,Single Family Home,1801,3920,204900
5751 E Hacienda Ave Unit 184 Las Vegas NV 89122,1,1,0,Condo/Townhome/Row Home/Co-Op,750,2090,53000
10274 Sofferto Ave Las Vegas NV 89135,3,2,1,Single Family Home,2327,7840,550000
4555 E Sahara Av Unit: 212 Las Vegas NV 89104,2,2,0,Condo/Townhome/Row Home/Co-Op,1073,,80000
5442 Petaca Rd Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1344,5227,54900
5127 Sparkling Vine Ave Las Vegas NV 89131,4,3,0,Single Family Home,2399,3484,191000
243 N Bruce St Las Vegas NV 89101,3,1,0,Single Family Home,996,5227,50000
2682 Napa Dr Las Vegas NV 89156,4,2,0,Single Family Home,1690,6969,149000
5535 Baccarat Ave Unit 102 Las Vegas NV 89122,3,2,1,Condo/Townhome/Row Home/Co-Op,1468,871,110000
Las Vegas NV 89166,3,2,1,Single Family Home,2800,4356,198000
7633 Crenshaw Way Las Vegas NV 89129,5,4,1,Single Family Home,3333,8276,333000
1401 N Michael Way Apt 143 Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,1067,,84900
263 Copper Glow Ct Las Vegas NV 89074,5,3,0,Single Family Home,3159,7405,349990
9008 Rockville Ave Las Vegas NV 89143,6,4,1,Single Family Home,6087,9147,514000
9981 Cloudy Bay Ct Las Vegas NV 89141,4,2,1,Single Family Home,1789,4791,228500
9425 Grand Mesa Dr Las Vegas NV 89134,2,2,0,Condo/Townhome/Row Home/Co-Op,1021,2613,137000
5374 Latigo St Las Vegas NV 89119,4,2,1,Single Family Home,1974,6969,130000
3608 Lisandro St Unit 204 Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,1056,,87500
Las Vegas NV 89183,5,3,1,Single Family Home,3136,6098,389000
805 Windhook St Las Vegas NV 89144,3,2,1,Single Family Home,1671,3920,214900
The Nathaniel Las Vegas NV 89139,5,3,1,Single Family Home; Ready to build,4770,130680,460500
3132 Liberty Cir S Las Vegas NV 89121,3,3,0,Single Family Home,2260,6969,154000
1381 E University Ave Apt 204 Las Vegas NV 89119,1,1,0,Condo/Townhome/Row Home/Co-Op,500,479,49995
7362 W Verde Way Las Vegas NV 89149,3,2,1,Single Family Home,3511,23958,489900
10862 Avenzano St Las Vegas NV 89141,3,2,1,Single Family Home,1748,2613,175000
9758 Sandybuck Ct Las Vegas NV 89149,3,2,1,Single Family Home,1776,2613,160000
356 E Desert Inn Rd Apt 215 Las Vegas NV 89109,2,2,0,Condo/Townhome/Row Home/Co-Op,1080,,75000
7436 Enchanted Hills Ct North Las Vegas NV 89129,5,3,0,Single Family Home,2896,6534,260000
Pinnacle Las Vegas NV 89179,5,4,0,Single Family Home; Ready to build,2516,87120,300990
9049 Vintage Wine Ave Las Vegas NV 89148,4,2,1,Single Family Home,2184,3484,200000
1810 N Decatur Blvd Unit 203 Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,945,1785,56000
6179 Glacier Ave Las Vegas NV 89156,3,2,1,Mfd/Mobile Home,1860,6098,60000
6479 Carmel River Ave Las Vegas NV 89141,3,2,1,Single Family Home,1800,3049,242573
68 E Serene Av Unit: 214 Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1243,,230000
1633 Marbella Ridge Ct Las Vegas NV 89117,6,6,1,Single Family Home,6031,12197,1150000
6580 Coffeeville Creek Dr Las Vegas NV 89122,4,2,0,Single Family Home,1415,3920,150000
Las Vegas NV 89110,4,2,0,Single Family Home,1789,9147,170000
1495 Red Rock St Las Vegas NV 89146,5,4,0,Single Family Home,4453,28750,615000
2101 Tierra Del Verde St Las Vegas NV 89156,3,2,1,Single Family Home,1309,2178,120000
10482 Badger Ravine St Las Vegas NV 89178,3,2,1,Single Family Home,2103,3049,197000
7410 Arborcrest Ave Las Vegas NV 89131,3,3,0,Single Family Home,2976,11326,304900
8101 W Flamingo Rd Unit 1111 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,1042,2090,109000
7617 Tortola Bay Ln Las Vegas NV 89128,4,3,0,Single Family Home,2247,4356,249900
9050 W Warm Springs Rd Unit 2069 Las Vegas NV 89148,1,1,0,Condo/Townhome/Row Home/Co-Op,891,,60000
6247 Guadalupe Ave Las Vegas NV 89108,4,2,0,Single Family Home,1451,6534,130000
7630 Good Fortune Ct Las Vegas NV 89139,3,2,1,Single Family Home,2001,3920,175000
4331 Pittsfield St Las Vegas NV 89115,4,3,1,Single Family Home,1526,2613,80000
7304 Rustic Meadow St Las Vegas NV 89131,4,3,0,Single Family Home,2691,6534,273000
58 Belle La Blanc Ave Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1233,1742,105000
332 Bella Calabria Ave Las Vegas NV 89183,3,2,1,Single Family Home,2317,4356,249900
9449 Grenville Ave Las Vegas NV 89134,5,3,0,Single Family Home,2718,5662,310000
Plan 2200 Las Vegas NV 89118,4,2,1,Single Family Home; Ready to build,2200,87120,268500
6208 Bannock Way Las Vegas NV 89107,3,2,0,Single Family Home,1276,6098,115900
315 Peaceful St Las Vegas NV 89110,4,2,0,Single Family Home,2133,21344,234950
Las Vegas NV 89121,4,3,0,Single Family Home,1568,6969,45000
1509 Strong Dr Las Vegas NV 89102,4,2,0,Single Family Home,2198,10454,208500
11234 Victoria Medici St Las Vegas NV 89141,3,2,1,Single Family Home,2046,3049,149900
2200 Point Rock Ln Las Vegas NV 89134,5,5,1,Single Family Home,5536,28314,1695000
Las Vegas NV 89110,3,2,0,Single Family Home,1152,5227,94900
1405 Santa Margarita St Unit D Las Vegas NV 89146,2,2,0,Condo/Townhome/Row Home/Co-Op,1056,1393,85500
Las Vegas NV 89148,2,1,1,Single Family Home,1297,2178,125000
6282 Glacier Av Las Vegas NV 89156,3,2,0,Mfd/Mobile Home,960,6534,45000
7919 Quiet Canyon St Las Vegas NV 89113,4,3,0,Single Family Home,2427,7405,315000
4045 Villeroy Ave Las Vegas NV 89141,4,2,1,Single Family Home,2460,3920,225000
9632 Bella Citta St Las Vegas NV 89178,4,4,0,Single Family Home,3507,10890,544900
Las Vegas NV 89144,4,3,1,Single Family Home,5037,16553,1599000
2310 El Cerrito Cir Las Vegas NV 89108,3,2,0,Single Family Home,1306,3049,110000
4611 Carmar Dr Las Vegas NV 89122,3,2,0,Single Family Home,1777,11761,169900
9705 Sweet Rose Ct Las Vegas NV 89134,5,3,1,Single Family Home,3573,6969,485000
3919 Karen Ave Las Vegas NV 89121,4,2,0,Single Family Home,1248,7405,65000
1751 E Reno Ave Unit 109 Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,1164,,82999
284 Cranstonhill Dr Las Vegas NV 89148,5,4,1,Single Family Home,3496,4791,449990
9796 Amador Ranch Ave Las Vegas NV 89149,3,3,1,Single Family Home,3941,18295,512000
10408 Snyder Ave Las Vegas NV 89134,2,2,0,Single Family Home,1842,6969,329900
1472 Falling Leaf Ln Las Vegas NV 89142,3,2,0,Single Family Home,1200,6534,135000
2735 W Pebble Rd Unit: 326 Las Vegas NV 89123,1,2,1,Condo/Townhome/Row Home/Co-Op,1638,,239000
5560 Step House Ct Las Vegas NV 89139,4,2,1,Single Family Home,1723,3484,169900
2588 Swan Ln Las Vegas NV 89121,2,2,0,Condo/Townhome/Row Home/Co-Op,1414,4356,99900
Las Vegas NV 89115,3,2,0,Single Family Home,1356,6534,83000
8039 Denevin St Las Vegas NV 89131,4,3,1,Single Family Home,3290,20038,428000
2995 E Sunset Rd # 132 Las Vegas NV 89120,3,3,0,Condo/Townhome/Row Home/Co-Op,1356,,129800
3325 W Pebble Rd Las Vegas NV 89139,3,3,0,Single Family Home,2250,21780,309000
2451 N Rainbow Bl Unit: 2007 Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,1128,,60000
8120 Amy Springs St Las Vegas NV 89113,3,2,1,Single Family Home,1423,2178,165000
7250 Diamond Canyon Ln Apt 104 Las Vegas NV 89149,2,3,0,Condo/Townhome/Row Home/Co-Op,1614,,160000
6101 W Oakey Blvd Apt D Las Vegas NV 89146,2,2,0,Condo/Townhome/Row Home/Co-Op,1073,,69900
8737 Red Brook Dr Unit 104 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,1189,,139800
10290 Gilmore Canyon Ct Unit: 104 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1024,1045,84900
8480 Cedar Mill Falls Ct Las Vegas NV 89143,5,4,0,Single Family Home,5055,21344,599900
4848 Saguaro Way Henderson NV 89121,3,2,0,Mfd/Mobile Home,1700,6534,69500
Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,944,1001,85000
4295 Rimcrest Rd Las Vegas NV 89121,3,2,0,Single Family Home,1615,7840,174990
1395 October Oak Ave Las Vegas NV 89123,6,4,0,Single Family Home,4953,9583,490000
235 Dougram Av Las Vegas NV 89101,2,2,0,Condo/Townhome/Row Home/Co-Op,1798,1306,224900
4949 Souza Dr Las Vegas NV 89146,2,1,1,Condo/Townhome/Row Home/Co-Op,1044,2178,55000
10173 Hollis Mountain Ave Las Vegas NV 89148,3,2,1,Single Family Home,2327,3484,229000
4575 Dean Martin Dr Unit 2709 Las Vegas NV 89103,2,2,1,Condo/Townhome/Row Home/Co-Op,1746,,530000
9441 Chateau St Jean Dr Las Vegas NV 89123,5,4,0,Single Family Home,3478,5662,299000
5070 Blanton Dr Las Vegas NV 89122,3,2,0,Single Family Home,1505,6098,64900
2928 Josephine Dr Henderson NV 89044,4,3,0,Single Family Home,3636,8276,569950
3450 Erva St Apt 213 Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,1072,,97000
7011 Jurani St Las Vegas NV 89131,4,3,1,Single Family Home,3643,17860,390000
9044 Blue Raven Ave Las Vegas NV 89143,4,2,1,Single Family Home,1964,4791,140000
7780 Eldora Ave Las Vegas NV 89117,4,3,1,Single Family Home,4307,21344,389900
211 E Flamingo Rd # 209 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,946,,109900
2871 Elk Canyon Ct Las Vegas NV 89117,7,5,1,Single Family Home,7540,21344,1600000
2577 Morning Cloud Ln Las Vegas NV 89142,5,3,0,Single Family Home,3390,6534,326000
6336 Brandywine Way Las Vegas NV 89107,3,2,0,Single Family Home,1594,6098,94900
8011 Dorinda Ave Las Vegas NV 89147,3,2,1,Condo/Townhome/Row Home/Co-Op,1311,2178,130000
555 S Royal Crest Cir Unit 6 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,624,,39900
6059 Saddle Horse Ave Las Vegas NV 89122,3,2,0,Single Family Home,1420,6969,179900
5086 Mount Pleasant Ln Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1917,,319000
7615 Marble Mesa Ct Las Vegas NV 89149,4,3,0,Single Family Home,2630,9147,349000
3975 N Hualapai Wy Unit: 233 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1301,,64999
3669 Laguna Verde Wy Las Vegas NV 89121,2,2,1,Condo/Townhome/Row Home/Co-Op,1682,1742,115000
1875 Roxford Dr Las Vegas NV 89119,3,2,1,Single Family Home,2294,7840,100000
5301 Gipsy Ave Las Vegas NV 89107,3,1,1,Single Family Home,1471,5662,84900
